age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
30.0,Female,Kochi,Freelancer,53300.0,1-2 times/week,Latte,Nescafé,560.0,Café,Offline,High,Strong,High,Likely,130.0,High
28.0,Female,Hyderabad,Private Sector Employee,44200.0,Rarely,Cold Coffee,Country Bean,240.0,Brand Website,Online,High,Balanced,Medium,Likely,90.0,Medium
33.0,Male,Chandigarh,IT Professional,118500.0,3-4 times/week,Instant Coffee,Nescafé,610.0,Office/Canteen,Offline,Low,Balanced,Medium,Very Likely,700.0,High
37.0,Female,Chennai,Freelancer,52500.0,Multiple times/day,Latte,Country Bean,1430.0,Online Marketplace,Online,Medium,Balanced,Low,Likely,90.0,High
19.0,Male,Bhubaneswar,IT Professional,63100.0,1-2 times/week,Cappuccino,Nescafé,440.0,Online Marketplace,Online,High,Mild,Medium,Very Unlikely,130.0,Medium
22.0,Female,Chennai,Teacher/Professor,34600.0,Rarely,Cappuccino,Third Wave Coffee,230.0,Local Kirana Store,Offline,Medium,Balanced,High,Likely,450.0,Medium
24.0,Male,Bengaluru,IT Professional,77700.0,Rarely,Cappuccino,Third Wave Coffee,260.0,Café,Both,High,Balanced,Medium,Neutral,90.0,Low
26.0,Female,Nagpur,Homemaker,27200.0,1-2 times/week,Instant Coffee,Nescafé,230.0,Online Marketplace,Online,Medium,Balanced,High,Likely,90.0,Medium
42.0,Female,Bengaluru,Homemaker,25600.0,3-4 times/week,Latte,Third Wave Coffee,490.0,Online Marketplace,Online,Medium,Sweet,Low,Likely,300.0,Medium
40.0,Female,Pune,IT Professional,91700.0,3-4 times/week,Filter Coffee,Nescafé,470.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,130.0,High
42.0,Male,Pune,IT Professional,104400.0,Daily,Latte,Nescafé,1310.0,Café,Offline,Medium,Strong,Medium,Likely,130.0,Medium
22.0,Female,Lucknow,Private Sector Employee,27500.0,1-2 times/week,Cold Coffee,Tata Coffee,360.0,Local Kirana Store,Offline,High,Mild,Medium,Neutral,300.0,Medium
30.0,Male,Mumbai,Teacher/Professor,57800.0,1-2 times/week,Filter Coffee,Café Coffee Day,340.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,90.0,High
38.0,Male,Mumbai,Business Owner,87700.0,Daily,Espresso,Bru,1190.0,Supermarket/Grocery Store,Offline,High,Strong,High,Unlikely,90.0,High
36.0,Female,Chennai,Student,11600.0,1-2 times/week,Instant Coffee,Tata Coffee,200.0,Brand Website,Online,Medium,Sweet,High,Very Likely,300.0,High
36.0,Male,Mumbai,Student,14400.0,Multiple times/day,Cappuccino,Café Coffee Day,1000.0,Brand Website,Online,High,Mild,Low,Very Likely,130.0,High
34.0,Male,Delhi,IT Professional,82000.0,1-2 times/week,Americano,Nescafé,540.0,Café,Offline,Low,Sweet,Medium,Very Unlikely,130.0,Low
21.0,Female,Bengaluru,Business Owner,94100.0,Daily,Instant Coffee,Blue Tokai,650.0,Online Marketplace,Online,High,Strong,Medium,Likely,300.0,High
30.0,Male,Mumbai,Student,10000.0,Daily,Instant Coffee,Blue Tokai,570.0,Local Kirana Store,Offline,Medium,Strong,High,Very Likely,300.0,High
39.0,Male,Bhubaneswar,Private Sector Employee,53500.0,3-4 times/week,Other,Bru,460.0,Brand Website,Online,High,Bitter,Low,Unlikely,90.0,Medium
30.0,Male,Chandigarh,Freelancer,40600.0,Daily,Cappuccino,Blue Tokai,830.0,Office/Canteen,Offline,High,Balanced,Medium,Neutral,300.0,Medium
28.0,Female,Bengaluru,Business Owner,91700.0,Rarely,Filter Coffee,Country Bean,230.0,Supermarket/Grocery Store,Both,High,Balanced,High,Neutral,450.0,Low
19.0,Female,Nagpur,Private Sector Employee,27500.0,1-2 times/week,Instant Coffee,Blue Tokai,250.0,Office/Canteen,Offline,Low,Balanced,Low,Very Unlikely,300.0,Low
21.0,Female,Coimbatore,Private Sector Employee,36600.0,1-2 times/week,Filter Coffee,Other,280.0,Online Marketplace,Online,Medium,Balanced,Medium,Very Likely,90.0,Medium
39.0,Male,Visakhapatnam,Student,16600.0,Daily,Americano,Café Coffee Day,580.0,Local Kirana Store,Offline,Medium,Strong,Low,Neutral,90.0,Medium
25.0,Female,Bhubaneswar,Student,11500.0,Rarely,Americano,Bru,160.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Likely,450.0,Medium
38.0,Non-binary/Other,Chandigarh,Business Owner,67000.0,Daily,Cappuccino,Sleepy Owl,1090.0,Local Kirana Store,Both,Medium,Balanced,Medium,Likely,130.0,High
43.0,Prefer not to say,Ahmedabad,Private Sector Employee,40800.0,Daily,Cold Coffee,Nescafé,690.0,Supermarket/Grocery Store,Offline,Medium,Mild,High,Very Unlikely,90.0,Medium
37.0,Male,Pune,Teacher/Professor,34800.0,1-2 times/week,Cold Coffee,Nescafé,420.0,Café,Offline,Medium,Balanced,Low,Very Likely,700.0,Medium
18.0,Male,Hyderabad,Private Sector Employee,42600.0,Daily,Instant Coffee,Nescafé,510.0,Café,Offline,Medium,Mild,High,Neutral,450.0,Medium
33.0,Female,Lucknow,Government Employee,48300.0,1-2 times/week,Instant Coffee,Café Coffee Day,300.0,Online Marketplace,Online,Medium,Strong,Low,Very Likely,130.0,Medium
44.0,Male,Nagpur,Other,37700.0,Daily,Latte,Café Coffee Day,750.0,Café,Offline,Medium,Strong,Low,Neutral,300.0,Medium
33.0,Female,Bhubaneswar,Private Sector Employee,68100.0,Rarely,Instant Coffee,Café Coffee Day,200.0,Other,Both,Medium,Balanced,High,Very Likely,130.0,High
33.0,Male,Bengaluru,Private Sector Employee,46000.0,Daily,Instant Coffee,Starbucks,530.0,Local Kirana Store,Offline,Medium,Mild,High,Very Likely,300.0,High
31.0,Male,Kolkata,Teacher/Professor,40900.0,3-4 times/week,Instant Coffee,Bru,370.0,Café,Offline,High,Balanced,High,Unlikely,450.0,Medium
26.0,Female,Bengaluru,Private Sector Employee,33900.0,Daily,Cappuccino,Bru,720.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Unlikely,300.0,Medium
25.0,Male,Surat,Homemaker,15400.0,Rarely,Latte,Nescafé,210.0,Café,Offline,Medium,Mild,Low,Likely,300.0,Low
33.0,Female,Surat,Homemaker,40000.0,1-2 times/week,Instant Coffee,Bru,240.0,Office/Canteen,Offline,Medium,Strong,Low,Very Likely,130.0,Medium
37.0,Male,Bengaluru,Homemaker,19600.0,Multiple times/day,Cold Coffee,Bru,1000.0,Café,Offline,High,Balanced,Medium,Likely,300.0,High
31.0,Male,Visakhapatnam,IT Professional,86800.0,3-4 times/week,Filter Coffee,Nescafé,420.0,Online Marketplace,Online,Medium,Mild,Medium,Likely,130.0,Medium
46.0,Male,Mumbai,Homemaker,37400.0,3-4 times/week,Cappuccino,Café Coffee Day,580.0,Supermarket/Grocery Store,Both,Medium,Bitter,Medium,Very Likely,130.0,Medium
26.0,Male,Nagpur,Government Employee,57800.0,Daily,Espresso,Nescafé,950.0,Café,Offline,Medium,Mild,Medium,Likely,700.0,High
31.0,Male,Kolkata,Student,7700.0,3-4 times/week,Filter Coffee,Café Coffee Day,340.0,Local Kirana Store,Offline,Medium,Strong,Low,Likely,130.0,Medium
22.0,Male,Delhi,IT Professional,93600.0,Rarely,Instant Coffee,Café Coffee Day,210.0,Café,Offline,High,Mild,Medium,Unlikely,130.0,Low
25.0,Male,Bhopal,Government Employee,40800.0,3-4 times/week,Filter Coffee,Third Wave Coffee,360.0,Brand Website,Online,Medium,Strong,High,Very Likely,130.0,High
40.0,Male,Bengaluru,Healthcare Professional,77100.0,3-4 times/week,Espresso,Bru,810.0,Local Kirana Store,Offline,Medium,Sweet,Low,Unlikely,700.0,Medium
28.0,Female,Indore,Healthcare Professional,55400.0,3-4 times/week,Mocha,Blue Tokai,860.0,Brand Website,Online,Medium,Sweet,Low,Likely,450.0,Medium
39.0,Male,Pune,Freelancer,49000.0,Rarely,Instant Coffee,Bru,130.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Very Likely,300.0,Medium
24.0,Female,Indore,Private Sector Employee,27500.0,Rarely,Instant Coffee,Nescafé,150.0,Local Kirana Store,Offline,Low,Mild,High,Neutral,130.0,Medium
33.0,Male,Delhi,Student,11100.0,1-2 times/week,Instant Coffee,Bru,160.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Likely,130.0,High
43.0,Female,Patna,Private Sector Employee,55000.0,1-2 times/week,Cold Coffee,Sleepy Owl,480.0,Local Kirana Store,Offline,Medium,Strong,Medium,Very Likely,450.0,Medium
29.0,Female,Bhubaneswar,IT Professional,65400.0,Daily,Cappuccino,Nescafé,1060.0,Supermarket/Grocery Store,Offline,Low,Sweet,High,Likely,130.0,High
20.0,Male,Chandigarh,IT Professional,46800.0,Daily,Espresso,Tata Coffee,660.0,Office/Canteen,Offline,Medium,Mild,High,Unlikely,300.0,High
27.0,Female,Ahmedabad,Student,11700.0,3-4 times/week,Latte,Bru,470.0,Supermarket/Grocery Store,Offline,Low,Mild,Medium,Neutral,130.0,Medium
29.0,Male,Pune,IT Professional,89800.0,Daily,Espresso,Third Wave Coffee,1130.0,Online Marketplace,Online,Medium,Balanced,Medium,Likely,300.0,High
23.0,Male,Bhubaneswar,Government Employee,50300.0,Rarely,Latte,Nescafé,230.0,Café,Offline,Low,Sweet,Medium,Likely,300.0,Medium
45.0,Female,Delhi,Homemaker,28900.0,1-2 times/week,Instant Coffee,Nescafé,310.0,Online Marketplace,Online,Medium,Bitter,Medium,Likely,300.0,Medium
22.0,Prefer not to say,Bengaluru,Private Sector Employee,27500.0,3-4 times/week,Cold Coffee,Nescafé,460.0,Office/Canteen,Both,Medium,Balanced,Medium,Likely,300.0,High
30.0,Female,Mumbai,Private Sector Employee,40600.0,3-4 times/week,Cold Coffee,Nescafé,480.0,Online Marketplace,Online,Low,Balanced,High,Likely,130.0,High
36.0,Female,Nagpur,Healthcare Professional,78300.0,Daily,Filter Coffee,Nescafé,750.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Very Likely,300.0,High
24.0,Male,Bhopal,Teacher/Professor,38800.0,Daily,Filter Coffee,Nescafé,570.0,Brand Website,Online,Medium,Strong,High,Likely,130.0,High
31.0,Male,Bhubaneswar,Private Sector Employee,43000.0,1-2 times/week,Filter Coffee,Bru,260.0,Online Marketplace,Online,High,Mild,Medium,Very Likely,300.0,Medium
49.0,Male,Hyderabad,Government Employee,68800.0,1-2 times/week,Instant Coffee,Bru,380.0,Café,Offline,Medium,Strong,Low,Neutral,300.0,Low
26.0,Male,Bengaluru,Student,8000.0,Rarely,Americano,Bru,160.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Unlikely,130.0,Low
32.0,Female,Kolkata,Private Sector Employee,27500.0,3-4 times/week,Latte,Bru,640.0,Supermarket/Grocery Store,Offline,Low,Strong,Medium,Very Likely,450.0,High
28.0,Male,Delhi,Freelancer,34600.0,3-4 times/week,Filter Coffee,Nescafé,390.0,Brand Website,Online,Medium,Strong,High,Neutral,700.0,High
34.0,Male,Lucknow,Government Employee,61700.0,Rarely,Mocha,Nescafé,300.0,Office/Canteen,Offline,Medium,Strong,Low,Unlikely,130.0,Low
35.0,Male,Kochi,Private Sector Employee,44500.0,3-4 times/week,Cappuccino,Nescafé,660.0,Office/Canteen,Both,Medium,Strong,Medium,Neutral,130.0,Medium
36.0,Female,Nagpur,Private Sector Employee,61900.0,Daily,Espresso,Bru,1130.0,Other,Offline,Low,Balanced,Low,Likely,90.0,High
26.0,Female,Surat,Healthcare Professional,40500.0,3-4 times/week,Mocha,Nescafé,700.0,Online Marketplace,Online,Medium,Sweet,Medium,Likely,90.0,High
28.0,Male,Coimbatore,IT Professional,90700.0,3-4 times/week,Espresso,Blue Tokai,750.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Very Likely,130.0,Medium
24.0,Male,Kochi,Private Sector Employee,43400.0,Daily,Latte,Nescafé,1010.0,Café,Offline,High,Balanced,High,Likely,130.0,High
35.0,Female,Lucknow,Other,34500.0,3-4 times/week,Cold Coffee,Nescafé,490.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,450.0,Medium
31.0,Male,Delhi,IT Professional,81200.0,3-4 times/week,Instant Coffee,Starbucks,540.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Likely,300.0,Medium
33.0,Female,Nagpur,IT Professional,87900.0,Multiple times/day,Mocha,Café Coffee Day,2000.0,Local Kirana Store,Offline,Low,Balanced,Medium,Very Unlikely,130.0,High
18.0,Male,Coimbatore,Student,7100.0,Multiple times/day,Instant Coffee,Café Coffee Day,570.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Likely,90.0,High
25.0,Male,Nagpur,IT Professional,75600.0,1-2 times/week,Americano,Café Coffee Day,520.0,Brand Website,Online,Low,Balanced,Low,Likely,130.0,Medium
20.0,Male,Pune,Teacher/Professor,24800.0,3-4 times/week,Cold Coffee,Other,440.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Very Likely,90.0,High
38.0,Female,Chennai,Student,11300.0,3-4 times/week,Cold Coffee,Bru,460.0,Local Kirana Store,Offline,Medium,Strong,Medium,Neutral,450.0,Medium
28.0,Female,Chennai,Freelancer,35900.0,1-2 times/week,Instant Coffee,Bru,290.0,Supermarket/Grocery Store,Offline,Low,Sweet,High,Likely,130.0,High
43.0,Female,Visakhapatnam,Freelancer,55200.0,1-2 times/week,Filter Coffee,Third Wave Coffee,340.0,Other,Offline,Medium,Sweet,High,Very Unlikely,300.0,Medium
26.0,Female,Mumbai,Student,12300.0,Daily,Cold Coffee,Other,560.0,Online Marketplace,Online,High,Balanced,Medium,Likely,130.0,High
24.0,Male,Patna,Government Employee,56500.0,3-4 times/week,Latte,Café Coffee Day,790.0,Café,Offline,Medium,Bitter,Medium,Unlikely,300.0,Medium
36.0,Male,Mumbai,Student,15200.0,Daily,Other,Country Bean,530.0,Local Kirana Store,Offline,High,Sweet,Medium,Likely,90.0,High
23.0,Female,Coimbatore,IT Professional,79600.0,Multiple times/day,Cold Coffee,Nescafé,1130.0,Brand Website,Online,Low,Balanced,Low,Neutral,90.0,High
36.0,Male,Coimbatore,Other,35200.0,1-2 times/week,Instant Coffee,Bru,280.0,Café,Offline,Medium,Balanced,Low,Unlikely,130.0,Medium
38.0,Male,Bengaluru,Private Sector Employee,40400.0,Daily,Instant Coffee,Bru,420.0,Online Marketplace,Online,Medium,Strong,Medium,Likely,300.0,High
29.0,Prefer not to say,Indore,Private Sector Employee,49500.0,Multiple times/day,Instant Coffee,Bru,800.0,Online Marketplace,Online,Medium,Strong,Medium,Likely,300.0,High
24.0,Female,Bhubaneswar,IT Professional,83200.0,3-4 times/week,Instant Coffee,Bru,500.0,Local Kirana Store,Offline,Medium,Sweet,Medium,Unlikely,700.0,Medium
41.0,Male,Indore,IT Professional,91700.0,Rarely,Cold Coffee,Other,310.0,Local Kirana Store,Offline,Medium,Strong,Low,Likely,300.0,Medium
19.0,Male,Hyderabad,IT Professional,66900.0,1-2 times/week,Instant Coffee,Blue Tokai,360.0,Café,Offline,High,Strong,Low,Very Likely,130.0,Medium
31.0,Female,Bengaluru,Private Sector Employee,45100.0,3-4 times/week,Instant Coffee,Blue Tokai,320.0,Local Kirana Store,Both,High,Strong,Low,Neutral,300.0,Medium
18.0,Female,Pune,Business Owner,109200.0,Rarely,Cappuccino,Third Wave Coffee,340.0,Supermarket/Grocery Store,Both,Low,Balanced,Medium,Neutral,300.0,Low
29.0,Male,Nagpur,Student,10300.0,1-2 times/week,Instant Coffee,Third Wave Coffee,200.0,Office/Canteen,Offline,Medium,Balanced,Medium,Neutral,300.0,Medium
24.0,Male,Mumbai,Homemaker,23100.0,Daily,Filter Coffee,Sleepy Owl,500.0,Office/Canteen,Offline,Low,Strong,Low,Likely,130.0,High
23.0,Male,Chennai,Freelancer,27500.0,1-2 times/week,Instant Coffee,Country Bean,210.0,Local Kirana Store,Offline,Low,Balanced,Medium,Very Likely,90.0,Medium
22.0,Female,Lucknow,Homemaker,15400.0,Daily,Latte,Nescafé,700.0,Supermarket/Grocery Store,Both,Medium,Strong,High,Very Likely,90.0,High
18.0,Female,Jaipur,IT Professional,59000.0,3-4 times/week,Filter Coffee,Nescafé,460.0,Online Marketplace,Online,Medium,Strong,High,Very Likely,300.0,High
18.0,Female,Indore,Student,6600.0,Multiple times/day,Cappuccino,Café Coffee Day,790.0,Local Kirana Store,Offline,Medium,Bitter,Medium,Very Likely,130.0,High
22.0,Female,Bengaluru,Teacher/Professor,33600.0,3-4 times/week,Instant Coffee,Third Wave Coffee,410.0,Local Kirana Store,Offline,Medium,Strong,High,Very Likely,300.0,High
39.0,Female,Kolkata,Homemaker,39100.0,Multiple times/day,Americano,Third Wave Coffee,980.0,Other,Offline,Medium,Strong,Low,Unlikely,300.0,High
32.0,Male,Indore,Student,14000.0,Rarely,Cappuccino,Café Coffee Day,180.0,Supermarket/Grocery Store,Offline,Low,Balanced,Low,Likely,300.0,Medium
33.0,Male,Lucknow,Teacher/Professor,42700.0,Multiple times/day,Cappuccino,Tata Coffee,1020.0,Local Kirana Store,Offline,High,Bitter,Medium,Likely,300.0,High
29.0,Female,Nagpur,IT Professional,61700.0,1-2 times/week,Espresso,Blue Tokai,420.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Very Likely,90.0,High
26.0,Non-binary/Other,Nagpur,Healthcare Professional,56900.0,3-4 times/week,Cold Coffee,Nescafé,670.0,Local Kirana Store,Offline,Medium,Sweet,High,Very Likely,700.0,High
25.0,Male,Kolkata,Private Sector Employee,47900.0,1-2 times/week,Instant Coffee,Other,310.0,Office/Canteen,Offline,Medium,Strong,High,Likely,300.0,Medium
20.0,Male,Kochi,IT Professional,87800.0,1-2 times/week,Espresso,Nescafé,550.0,Supermarket/Grocery Store,Offline,Low,Balanced,Medium,Very Likely,90.0,Medium
18.0,Male,Coimbatore,Teacher/Professor,32400.0,1-2 times/week,Instant Coffee,Bru,280.0,Brand Website,Online,High,Mild,Medium,Likely,90.0,Medium
31.0,Male,Surat,Student,9900.0,Daily,Instant Coffee,Nescafé,300.0,Supermarket/Grocery Store,Offline,Low,Sweet,Medium,Neutral,300.0,High
46.0,Female,Delhi,IT Professional,104100.0,Multiple times/day,Instant Coffee,Third Wave Coffee,1030.0,Brand Website,Online,High,Balanced,Medium,Likely,300.0,High
27.0,Female,Delhi,Private Sector Employee,48300.0,1-2 times/week,Filter Coffee,Bru,290.0,Online Marketplace,Online,High,Bitter,Medium,Neutral,130.0,Medium
18.0,Female,Hyderabad,Student,6600.0,Daily,Instant Coffee,Nescafé,310.0,Local Kirana Store,Both,Medium,Bitter,Medium,Very Likely,300.0,High
31.0,Male,Indore,Business Owner,98300.0,1-2 times/week,Latte,Nescafé,610.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Very Likely,700.0,High
33.0,Female,Bengaluru,Private Sector Employee,36700.0,Daily,Americano,Bru,520.0,Supermarket/Grocery Store,Both,High,Mild,High,Neutral,300.0,High
18.0,Male,Indore,Business Owner,64200.0,1-2 times/week,Instant Coffee,Nescafé,320.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,130.0,Low
30.0,Female,Chennai,Student,11000.0,3-4 times/week,Latte,Café Coffee Day,480.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Very Likely,300.0,High
35.0,Female,Surat,IT Professional,102400.0,Multiple times/day,Filter Coffee,Blue Tokai,1000.0,Café,Both,Medium,Balanced,Low,Likely,300.0,High
34.0,Male,Coimbatore,Homemaker,31200.0,Rarely,Cappuccino,Third Wave Coffee,190.0,Online Marketplace,Online,High,Strong,High,Likely,300.0,Medium
37.0,Male,Kolkata,Business Owner,69200.0,Daily,Instant Coffee,Nescafé,710.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,130.0,High
40.0,Male,Lucknow,Student,13700.0,3-4 times/week,Other,Blue Tokai,480.0,Café,Both,Medium,Balanced,Low,Likely,130.0,Medium
19.0,Male,Kochi,Student,9300.0,3-4 times/week,Instant Coffee,Third Wave Coffee,360.0,Supermarket/Grocery Store,Offline,Medium,Strong,High,Very Unlikely,130.0,Low
45.0,Male,Nagpur,Student,14000.0,3-4 times/week,Filter Coffee,Blue Tokai,320.0,Brand Website,Online,High,Balanced,High,Very Unlikely,450.0,Medium
37.0,Male,Jaipur,IT Professional,75300.0,1-2 times/week,Instant Coffee,Nescafé,350.0,Café,Both,Medium,Sweet,Medium,Unlikely,300.0,High
46.0,Female,Pune,Student,11300.0,3-4 times/week,Filter Coffee,Third Wave Coffee,340.0,Brand Website,Online,Medium,Balanced,Medium,Very Likely,130.0,High
41.0,Male,Kolkata,IT Professional,76100.0,Rarely,Filter Coffee,Nescafé,170.0,Online Marketplace,Online,Low,Mild,Medium,Very Likely,130.0,High
29.0,Female,Bengaluru,Student,11100.0,1-2 times/week,Filter Coffee,Bru,190.0,Local Kirana Store,Offline,Low,Balanced,High,Neutral,90.0,Medium
30.0,Female,Bengaluru,Private Sector Employee,38000.0,3-4 times/week,Espresso,Café Coffee Day,580.0,Online Marketplace,Online,Medium,Strong,Medium,Likely,130.0,High
23.0,Male,Indore,Freelancer,33400.0,Daily,Instant Coffee,Third Wave Coffee,610.0,Online Marketplace,Online,Medium,Balanced,High,Likely,300.0,High
25.0,Male,Mumbai,Private Sector Employee,27500.0,Daily,Instant Coffee,Nescafé,320.0,Supermarket/Grocery Store,Both,Medium,Strong,High,Unlikely,300.0,High
38.0,Male,Kochi,Healthcare Professional,74700.0,Daily,Latte,Nescafé,1120.0,Office/Canteen,Offline,Medium,Sweet,High,Very Likely,130.0,High
38.0,Male,Nagpur,IT Professional,85300.0,Rarely,Instant Coffee,Café Coffee Day,170.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Very Unlikely,300.0,Low
37.0,Male,Delhi,Business Owner,111700.0,Daily,Cappuccino,Nescafé,1220.0,Supermarket/Grocery Store,Offline,Low,Strong,High,Neutral,130.0,High
30.0,Female,Surat,Private Sector Employee,47800.0,Rarely,Filter Coffee,Tata Coffee,200.0,Supermarket/Grocery Store,Offline,Low,Mild,High,Neutral,130.0,Medium
28.0,Female,Delhi,Business Owner,86000.0,1-2 times/week,Filter Coffee,Starbucks,310.0,Office/Canteen,Offline,Medium,Bitter,High,Likely,90.0,Medium
33.0,Male,Bhubaneswar,Business Owner,102100.0,Multiple times/day,Instant Coffee,Nescafé,1050.0,Office/Canteen,Offline,High,Mild,High,Likely,300.0,High
18.0,Female,Kolkata,Student,11300.0,Multiple times/day,Latte,Blue Tokai,940.0,Brand Website,Online,Low,Mild,Low,Likely,90.0,High
20.0,Female,Bhubaneswar,IT Professional,99100.0,3-4 times/week,Filter Coffee,Bru,510.0,Local Kirana Store,Both,High,Balanced,Medium,Likely,300.0,High
23.0,Male,Bengaluru,Student,7500.0,Multiple times/day,Instant Coffee,Other,550.0,Café,Offline,Low,Balanced,Low,Likely,130.0,High
33.0,Female,Kochi,Business Owner,86500.0,1-2 times/week,Cold Coffee,Other,510.0,Café,Offline,Medium,Mild,Low,Very Unlikely,450.0,Low
20.0,Male,Indore,Business Owner,88100.0,Daily,Instant Coffee,Bru,770.0,Café,Offline,High,Mild,High,Likely,450.0,High
33.0,Female,Jaipur,Business Owner,96200.0,1-2 times/week,Instant Coffee,Third Wave Coffee,390.0,Café,Offline,High,Strong,High,Likely,130.0,High
31.0,Male,Mumbai,IT Professional,92100.0,3-4 times/week,Filter Coffee,Other,580.0,Online Marketplace,Online,High,Strong,Medium,Neutral,300.0,Medium
24.0,Female,Visakhapatnam,Private Sector Employee,40700.0,Daily,Cappuccino,Nescafé,1000.0,Local Kirana Store,Offline,Medium,Sweet,High,Very Likely,130.0,High
32.0,Female,Hyderabad,IT Professional,72000.0,3-4 times/week,Cappuccino,Tata Coffee,850.0,Café,Both,High,Balanced,Low,Neutral,450.0,Medium
32.0,Female,Nagpur,Private Sector Employee,60400.0,3-4 times/week,Instant Coffee,Blue Tokai,410.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Neutral,130.0,Medium
18.0,Female,Bhopal,Student,8100.0,Rarely,Espresso,Third Wave Coffee,190.0,Office/Canteen,Both,High,Strong,Low,Likely,130.0,Low
34.0,Female,Delhi,Private Sector Employee,48100.0,3-4 times/week,Instant Coffee,Sleepy Owl,410.0,Brand Website,Online,Low,Balanced,High,Neutral,130.0,High
18.0,Female,Hyderabad,Student,8300.0,Daily,Instant Coffee,Third Wave Coffee,300.0,Local Kirana Store,Offline,High,Sweet,Medium,Likely,300.0,High
18.0,Female,Bengaluru,Student,11200.0,Multiple times/day,Instant Coffee,Nescafé,610.0,Online Marketplace,Online,High,Balanced,Medium,Neutral,450.0,High
31.0,Male,Hyderabad,IT Professional,95500.0,1-2 times/week,Cappuccino,Nescafé,610.0,Local Kirana Store,Offline,High,Strong,High,Likely,300.0,High
25.0,Male,Jaipur,Private Sector Employee,45100.0,1-2 times/week,Instant Coffee,Country Bean,280.0,Other,Offline,Low,Balanced,High,Very Likely,450.0,High
27.0,Female,Lucknow,Homemaker,24300.0,Daily,Filter Coffee,Nescafé,450.0,Local Kirana Store,Offline,High,Balanced,Medium,Likely,450.0,High
40.0,Female,Visakhapatnam,Student,14100.0,Multiple times/day,Filter Coffee,Other,750.0,Café,Offline,High,Mild,Medium,Likely,300.0,High
22.0,Male,Bengaluru,Private Sector Employee,59500.0,Rarely,Cappuccino,Other,240.0,Supermarket/Grocery Store,Both,Medium,Strong,High,Neutral,90.0,Medium
25.0,Female,Bengaluru,Private Sector Employee,61400.0,Multiple times/day,Cappuccino,Blue Tokai,1420.0,Online Marketplace,Online,Medium,Strong,Low,Likely,450.0,High
18.0,Male,Nagpur,Private Sector Employee,27500.0,3-4 times/week,Cold Coffee,Café Coffee Day,680.0,Office/Canteen,Offline,Medium,Balanced,Low,Likely,130.0,Medium
18.0,Male,Mumbai,Teacher/Professor,31900.0,Rarely,Espresso,Nescafé,170.0,Local Kirana Store,Offline,High,Strong,Medium,Very Likely,300.0,Medium
20.0,Male,Bhopal,Business Owner,63000.0,Multiple times/day,Instant Coffee,Café Coffee Day,860.0,Online Marketplace,Online,High,Strong,Medium,Very Likely,130.0,High
29.0,Female,Indore,Private Sector Employee,44900.0,Rarely,Filter Coffee,Third Wave Coffee,140.0,Online Marketplace,Online,Medium,Sweet,Low,Very Unlikely,90.0,Low
18.0,Male,Jaipur,Government Employee,33000.0,3-4 times/week,Instant Coffee,Third Wave Coffee,360.0,Café,Both,Low,Balanced,Medium,Neutral,450.0,Medium
41.0,Female,Delhi,Healthcare Professional,81200.0,1-2 times/week,Instant Coffee,Nescafé,360.0,Office/Canteen,Both,Medium,Mild,High,Likely,450.0,High
19.0,Female,Chandigarh,Private Sector Employee,28200.0,3-4 times/week,Filter Coffee,Bru,330.0,Local Kirana Store,Offline,High,Balanced,High,Likely,450.0,High
21.0,Male,Hyderabad,Private Sector Employee,31300.0,Multiple times/day,Cappuccino,Bru,1010.0,Local Kirana Store,Offline,Medium,Strong,Medium,Likely,450.0,High
28.0,Female,Nagpur,Student,9400.0,Daily,Instant Coffee,Bru,450.0,Online Marketplace,Online,High,Balanced,Medium,Likely,130.0,High
44.0,Male,Kolkata,Private Sector Employee,72600.0,Rarely,Latte,Tata Coffee,370.0,Café,Offline,High,Strong,Low,Very Likely,450.0,Low
24.0,Male,Hyderabad,Freelancer,30200.0,3-4 times/week,Cold Coffee,Nescafé,410.0,Supermarket/Grocery Store,Offline,Medium,Strong,High,Very Likely,130.0,High
